address,apn,building_type,stories_total,stories_above,stories_below,units,occupancy_type
1021 19TH ST,4277025059,Soft Story,2,2,0,6,
1021 19TH ST,4277025060,Soft Story,2,2,0,6,
1021 19TH ST,4277025061,Soft Story,2,2,0,6,
1021 19TH ST,4277025062,Soft Story,2,2,0,6,
1021 19TH ST,4277025063,Soft Story,2,2,0,6,
1001 19TH ST,4277025065,Soft Story,2,2,0,8,
1001 19TH ST,4277025066,Soft Story,2,2,0,8,
1001 19TH ST,4277025067,Soft Story,2,2,0,8,
1001 19TH ST,4277025068,Soft Story,2,2,0,8,
1001 19TH ST,4277025069,Soft Story,2,2,0,8,
1001 19TH ST,4277025070,Soft Story,2,2,0,8,
1001 19TH ST,4277025071,Soft Story,2,2,0,8,
1001 19TH ST,4277025072,Soft Story,2,2,0,8,
1024 19TH ST,4277026007,Soft Story,3,3,0,7,
1048 19TH ST,4277026014,Soft Story,2,2,0,4,
1015 18TH ST,4277026015,Soft Story,2,2,0,6,
1025 18TH ST,4277026017,Soft Story,2,2,0,5,
1811 CALIFORNIA AVE,4277026023,Soft Story,2,2,0,1,
1009 18TH ST,4277026027,Soft Story,2,2,0,4,
1020 19TH ST,4277026064,Soft Story,3,3,0,7,
1020 19TH ST,4277026065,Soft Story,3,3,0,7,
1020 19TH ST,4277026066,Soft Story,3,3,0,7,
1020 19TH ST,4277026067,Soft Story,3,3,0,7,
1020 19TH ST,4277026068,Soft Story,3,3,0,7,
1020 19TH ST,4277026069,Soft Story,3,3,0,7,
1020 19TH ST,4277026070,Soft Story,3,3,0,7,
1044 19TH ST,4277026071,Soft Story,3,3,0,6,
1044 19TH ST,4277026072,Soft Story,3,3,0,6,
1044 19TH ST,4277026073,Soft Story,3,3,0,6,
1044 19TH ST,4277026074,Soft Story,3,3,0,6,
1044 19TH ST,4277026075,Soft Story,3,3,0,6,
1044 19TH ST,4277026076,Soft Story,3,3,0,6,
1037 18TH ST,4277026078,Soft Story,2,2,0,9,
1037 18TH ST,4277026079,Soft Story,2,2,0,9,
1037 18TH ST,4277026080,Soft Story,2,2,0,9,
1037 18TH ST,4277026081,Soft Story,2,2,0,9,
1037 18TH ST,4277026082,Soft Story,2,2,0,9,
1037 18TH ST,4277026083,Soft Story,2,2,0,9,
1037 18TH ST,4277026084,Soft Story,2,2,0,9,
1037 18TH ST,4277026085,Soft Story,2,2,0,9,
1037 18TH ST,4277026086,Soft Story,2,2,0,9,
1052 18TH ST (1052-1054 18TH ST/1719 CALIFORNIA AVE),4277027010,Soft Story,2,2,0,15,
1040 18TH ST,4277027013,Soft Story,2,2,0,5,
1032 18TH ST,4277027015,Soft Story,2,2,0,6,
1028 18TH ST,4277027016,Soft Story,2,2,0,5,
1020 18TH ST,4277027018,Soft Story,2,2,0,5,
1724 WASHINGTON AVE,4277027021,Soft Story,2,2,0,4,
1701 CALIFORNIA AVE (1701-1707 CALIFORNIA AVE),4277027023,Soft Story,2,2,0,2,
1048 18TH ST,4277027063,Soft Story,2,2,0,7,
1048 18TH ST,4277027064,Soft Story,2,2,0,7,
1048 18TH ST,4277027065,Soft Story,2,2,0,7,
1048 18TH ST,4277027066,Soft Story,2,2,0,7,
1048 18TH ST,4277027067,Soft Story,2,2,0,7,
1048 18TH ST,4277027068,Soft Story,2,2,0,7,
1048 18TH ST,4277027069,Soft Story,2,2,0,7,
2309 MONTANA AVE,4278011018,Soft Story,2,2,0,1,
2227 MONTANA AVE (2225-2227 MONTANA AVE),4278020010,Soft Story,2,2,0,3,
753 22ND ST (753 22ND ST/2221 MONTANA AVE),4278020011,Soft Story,2,2,0,3,
2209 MONTANA AVE,4278021001,Soft Story,2,2,0,6,
2153 MONTANA AVE,4278021003,Soft Story,2,2,0,5,
2121 MONTANA AVE (2117 MONTANA AVE),4278030001,Soft Story,2,2,0,7,
755 21ST ST (2107 MONTANA AVE/755 21ST ST),4278030020,Soft Story,2,2,0,7,
2107 MONTANA AVE (2107 MONTANA AVE/755 21ST ST),4278030021,Soft Story,2,2,0,7,
2107 MONTANA AVE (2107 MONTANA AVE/755 21ST ST),4278030022,Soft Story,2,2,0,7,
2107 MONTANA AVE (2107 MONTANA AVE/755 21ST ST),4278030023,Soft Story,2,2,0,7,
2107 MONTANA AVE (2107 MONTANA AVE/755 21ST ST),4278030024,Soft Story,2,2,0,7,
2107 MONTANA AVE (2107 MONTANA AVE/755 21ST ST),4278030025,Soft Story,2,2,0,7,
2107 MONTANA AVE (2107 MONTANA AVE/755 21ST ST),4278030026,Soft Story,2,2,0,7,
1925 MONTANA AVE,4279006020,Soft Story,3,3,0,7,
1925 MONTANA AVE,4279006021,Soft Story,3,3,0,7,
1925 MONTANA AVE,4279006022,Soft Story,3,3,0,7,
1925 MONTANA AVE,4279006023,Soft Story,3,3,0,7,
1925 MONTANA AVE,4279006024,Soft Story,3,3,0,7,
1925 MONTANA AVE,4279006025,Soft Story,3,3,0,7,
1925 MONTANA AVE,4279006026,Soft Story,3,3,0,7,
231 18TH ST,4279011016,Soft Story,2,2,0,0,
1807 MONTANA AVE (1807 MONTANA AVE/751 18TH ST),4279015018,Soft Story,2,2,0,8,
752 19TH ST (752 19TH ST/1821 MONTANA AVE),4279015020,Soft Story,2,2,0,7,
1821 MONTANA AVE (752 19TH ST/1821 MONTANA AVE),4279015021,Soft Story,2,2,0,7,
1821 MONTANA AVE (752 19TH ST/1821 MONTANA AVE),4279015022,Soft Story,2,2,0,7,
1821 MONTANA AVE (752 19TH ST/1821 MONTANA AVE),4279015023,Soft Story,2,2,0,7,
1821 MONTANA AVE (752 19TH ST/1821 MONTANA AVE),4279015024,Soft Story,2,2,0,7,
1821 MONTANA AVE (752 19TH ST/1821 MONTANA AVE),4279015025,Soft Story,2,2,0,7,
1821 MONTANA AVE (752 19TH ST/1821 MONTANA AVE),4279015026,Soft Story,2,2,0,7,
752 18TH ST (748-752 18TH ST),4279016001,Soft Story,2,2,0,4,
1717 MONTANA AVE,4279016002,Soft Story,2,2,0,1,
1711 MONTANA AVE (1711 MONTANA AVE/749 17TH ST),4279016020,Soft Story,2,2,0,4,
745 17TH ST,4279016021,Soft Story,2,2,0,4,
1611 MONTANA AVE,4279025020,Unreinforced Masonry,1 (two in back?),,,,
1523 MONTANA AVE,4279026002,Soft Story,2,2,0,0,
1505 MONTANA AVE,4279026029,Steel Moment Frame,1,,,0,
1421 MONTANA AVE,4279033031,Unreinforced Masonry,1,,,,
1401 MONTANA AVE,4279033036,Unreinforced Masonry,1,,,,
627 9TH ST ,4280023022,Soft Story,2,2,0,5,
637 9TH ST,4280023024,Soft Story,2,2,0,5,
711 9TH ST,4280023026,Soft Story,2,2,0,6,
611 9TH ST ,4280023046,Soft Story,2,2,0,5,
611 9TH ST ,4280023047,Soft Story,2,2,0,5,
611 9TH ST ,4280023048,Soft Story,2,2,0,5,
611 9TH ST ,4280023049,Soft Story,2,2,0,5,
611 9TH ST ,4280023050,Soft Story,2,2,0,5,
1013 MONTANA AVE (1007 MONTANA AVE),4280024018,Unreinforced Masonry,1,,,,
723 12TH ST,4280026021,Soft Story,2,2,0,4,
816 17TH ST (816-818 17TH ST),4281001004,Soft Story,2,2,0,6,
847 16TH ST,4281001015,Soft Story,2,2,0,6,
833 16TH ST,4281001018,Soft Story,2,2,0,6,
825 16TH ST,4281001020,Soft Story,2,2,0,5,
843 16TH ST,4281001030,Soft Story,2,2,0,13,
952 17TH ST,4281002012,Soft Story,2,2,0,5,
960 17TH ST,4281002013,Soft Story,3,3,0,6,
935 16TH ST (931-935 16TH ST),4281002019,Soft Story,2,2,0,5,
921 16TH ST,4281002021,Soft Story,2,2,0,6,
917 16TH ST,4281002022,Soft Story,2,2,0,6,
1606 IDAHO AVE (1604-1606 IDAHO AVE),4281002025,Soft Story,2,2,0,6,
932 17TH ST (932-934 17TH ST),4281002026,Soft Story,2,2,0,6,
944 17TH ST,4281002030,Soft Story,2,2,0,6,
944 17TH ST,4281002031,Soft Story,2,2,0,6,
944 17TH ST,4281002032,Soft Story,2,2,0,6,
944 17TH ST,4281002033,Soft Story,2,2,0,6,
944 17TH ST,4281002034,Soft Story,2,2,0,6,
944 17TH ST,4281002035,Soft Story,2,2,0,6,
918 17TH ST,4281002056,Soft Story,2,2,0,6,
918 17TH ST,4281002057,Soft Story,2,2,0,6,
918 17TH ST,4281002058,Soft Story,2,2,0,6,
918 17TH ST,4281002059,Soft Story,2,2,0,6,
918 17TH ST,4281002060,Soft Story,2,2,0,6,
918 17TH ST,4281002061,Soft Story,2,2,0,6,
912 17TH ST,4281002063,Soft Story,2,2,0,6,
912 17TH ST,4281002064,Soft Story,2,2,0,6,
912 17TH ST,4281002065,Soft Story,2,2,0,6,
912 17TH ST,4281002066,Soft Story,2,2,0,6,
912 17TH ST,4281002067,Soft Story,2,2,0,6,
912 17TH ST,4281002068,Soft Story,2,2,0,6,
1009 16TH ST (1007-1009 16TH ST),4281003020,Soft Story,2,2,0,4,
1601 CALIFORNIA AVE,4281003023,Soft Story,2,2,0,7,
1008 17TH ST,4281003044,Soft Story,2,2,0,6,
1012 17TH ST,4281003057,Soft Story,2,2,0,6,
1012 17TH ST,4281003058,Soft Story,2,2,0,6,
1012 17TH ST,4281003059,Soft Story,2,2,0,6,
1012 17TH ST,4281003060,Soft Story,2,2,0,6,
1012 17TH ST,4281003061,Soft Story,2,2,0,6,
1012 17TH ST,4281003062,Soft Story,2,2,0,6,
1124 17TH ST,4281004005,Soft Story,2,2,0,5,
1139 16TH ST,4281004016,Soft Story,2,2,0,6,
1133 16TH ST,4281004017,Soft Story,2,2,0,6,
1101 16TH ST (1101-1107 16TH ST),4281004022,Soft Story,2,2,0,4,
1610 CALIFORNIA AVE ,4281004023,Soft Story,2,2,0,4,
1614 CALIFORNIA AVE (1612-1614 CALIFORNIA AVE),4281004025,Soft Story,3,3,0,2,
1144 17TH ST (1144-1148 17TH ST),4281004040,Soft Story,2,2,0,13,
1144 17TH ST (1144-1148 17TH ST),4281004041,Soft Story,2,2,0,13,
1144 17TH ST (1144-1148 17TH ST),4281004042,Soft Story,2,2,0,13,
1144 17TH ST (1144-1148 17TH ST),4281004043,Soft Story,2,2,0,13,
1144 17TH ST (1144-1148 17TH ST),4281004044,Soft Story,2,2,0,13,
1144 17TH ST (1144-1148 17TH ST),4281004045,Soft Story,2,2,0,13,
1144 17TH ST (1144-1148 17TH ST),4281004046,Soft Story,2,2,0,13,
1144 17TH ST (1144-1148 17TH ST),4281004047,Soft Story,2,2,0,13,
1144 17TH ST (1144-1148 17TH ST),4281004048,Soft Story,2,2,0,13,
1144 17TH ST (1144-1148 17TH ST),4281004049,Soft Story,2,2,0,13,
1144 17TH ST (1144-1148 17TH ST),4281004050,Soft Story,2,2,0,13,
1144 17TH ST (1144-1148 17TH ST),4281004051,Soft Story,2,2,0,13,
1144 17TH ST (1144-1148 17TH ST),4281004052,Soft Story,2,2,0,13,
1128 16TH ST,4281005006,Soft Story,2,2,0,4,
1132 16TH ST,4281005007,Soft Story,2,2,0,6,
1529 WILSHIRE BLVD,4281005011,Unreinforced Masonry,1,,,,
1511 WILSHIRE BLVD,4281005025,Unreinforced Masonry,2,,,,
1505 WILSHIRE BLVD,4281005026,Unreinforced Masonry,2,,,,
1138 16TH ST,4281005028,Soft Story,2,2,0,6,
1138 16TH ST,4281005029,Soft Story,2,2,0,6,
1138 16TH ST,4281005030,Soft Story,2,2,0,6,
1138 16TH ST,4281005031,Soft Story,2,2,0,6,
1138 16TH ST,4281005032,Soft Story,2,2,0,6,
1138 16TH ST,4281005033,Soft Story,2,2,0,6,
1127 15TH ST,4281005035,Soft Story,2,2,0,6,
1127 15TH ST,4281005036,Soft Story,2,2,0,6,
1127 15TH ST,4281005037,Soft Story,2,2,0,6,
1127 15TH ST,4281005038,Soft Story,2,2,0,6,
1127 15TH ST,4281005039,Soft Story,2,2,0,6,
1127 15TH ST,4281005040,Soft Story,2,2,0,6,
1119 15TH ST,4281005047,Soft Story,2,2,0,6,
1119 15TH ST,4281005048,Soft Story,2,2,0,6,
1119 15TH ST,4281005049,Soft Story,2,2,0,6,
1119 15TH ST,4281005050,Soft Story,2,2,0,6,
1119 15TH ST,4281005051,Soft Story,2,2,0,6,
1119 15TH ST,4281005052,Soft Story,2,2,0,6,
1101 15TH ST  (1101-1109 11TH ST),4281005054,Soft Story,2,2,0,5,
1103 15TH ST   (1101-1109 11TH ST),4281005055,Soft Story,2,2,0,5,
1105 15TH ST   (1101-1109 11TH ST),4281005056,Soft Story,2,2,0,5,
1107 15TH ST   (1101-1109 11TH ST),4281005057,Soft Story,2,2,0,5,
1109 15TH ST   (1101-1109 11TH ST),4281005058,Soft Story,2,2,0,5,
928 16TH ST,4281007006,Soft Story,2,2,0,7,
934 16TH ST,4281007007,Soft Story,2,2,0,7,
952 16TH ST,4281007011,Soft Story,2,2,0,6,
921 15TH ST,4281007020,Soft Story,2,2,0,6,
907 15TH ST,4281007022,Soft Story,2,2,0,9,
922 16TH ST,4281007045,Soft Story,2,2,0,6,
922 16TH ST,4281007046,Soft Story,2,2,0,6,
922 16TH ST,4281007047,Soft Story,2,2,0,6,
922 16TH ST,4281007048,Soft Story,2,2,0,6,
922 16TH ST,4281007049,Soft Story,2,2,0,6,
922 16TH ST,4281007050,Soft Story,2,2,0,6,
948 16TH ST,4281007072,Soft Story,2,2,0,5,
948 16TH ST,4281007073,Soft Story,2,2,0,5,
948 16TH ST,4281007074,Soft Story,2,2,0,5,
948 16TH ST,4281007075,Soft Story,2,2,0,5,
948 16TH ST,4281007076,Soft Story,2,2,0,5,
828 16TH ST,4281008006,Soft Story,2,2,0,6,
848 16TH ST,4281008010,Soft Story,2,2,0,5,
854 16TH ST,4281008011,Soft Story,2,2,0,7,
1527 IDAHO AVE (1527 IDAHO AVE/858 16TH ST),4281008012,Soft Story,2,2,0,3,
1509 IDAHO AVE (1501-1509 IDAHO AVE),4281008013,Soft Story,2,2,0,4,
833 15TH ST,4281008018,Soft Story,2,2,0,6,
827 15TH ST,4281008019,Soft Story,2,2,0,6,
828 15TH ST,4281009006,Soft Story,2,2,0,6,
817 14TH ST,4281009020,Soft Story,2,2,0,7,
813 14TH ST,4281009021,Soft Story,2,2,0,7,
1412 MONTANA AVE,4281009024,Steel Moment Frame,2,,,0,
1426 MONTANA AVE,4281009068,Steel Moment Frame,2,,,0,
908 15TH ST,4281010002,Soft Story,2,2,0,6,
934 15TH ST,4281010007,Soft Story,2,2,0,6,
938 15TH ST,4281010008,Soft Story,2,2,0,5,
1421 WASHINGTON AVE (1421-1423 WASHINGTON AVE),4281010012,Soft Story,2,2,0,6,
945 14TH ST,4281010015,Soft Story,2,2,0,7,
907 14TH ST (907-909 14TH ST),4281010022,Soft Story,2,2,0,6,
925 14TH ST,4281010028,Soft Story,3,3,0,32,
925 14TH ST,4281010029,Soft Story,3,3,0,32,
925 14TH ST,4281010030,Soft Story,3,3,0,32,
925 14TH ST,4281010031,Soft Story,3,3,0,32,
925 14TH ST,4281010032,Soft Story,3,3,0,32,
925 14TH ST,4281010033,Soft Story,3,3,0,32,
925 14TH ST,4281010034,Soft Story,3,3,0,32,
925 14TH ST,4281010035,Soft Story,3,3,0,32,
925 14TH ST,4281010036,Soft Story,3,3,0,32,
925 14TH ST,4281010037,Soft Story,3,3,0,32,
925 14TH ST,4281010038,Soft Story,3,3,0,32,
925 14TH ST,4281010039,Soft Story,3,3,0,32,
925 14TH ST,4281010040,Soft Story,3,3,0,32,
925 14TH ST,4281010041,Soft Story,3,3,0,32,
925 14TH ST,4281010042,Soft Story,3,3,0,32,
925 14TH ST,4281010043,Soft Story,3,3,0,32,
925 14TH ST,4281010044,Soft Story,3,3,0,32,
925 14TH ST,4281010045,Soft Story,3,3,0,32,
925 14TH ST,4281010046,Soft Story,3,3,0,32,
925 14TH ST,4281010047,Soft Story,3,3,0,32,
925 14TH ST,4281010048,Soft Story,3,3,0,32,
925 14TH ST,4281010049,Soft Story,3,3,0,32,
925 14TH ST,4281010050,Soft Story,3,3,0,32,
925 14TH ST,4281010051,Soft Story,3,3,0,32,
925 14TH ST,4281010052,Soft Story,3,3,0,32,
925 14TH ST,4281010053,Soft Story,3,3,0,32,
925 14TH ST,4281010054,Soft Story,3,3,0,32,
925 14TH ST,4281010055,Soft Story,3,3,0,32,
925 14TH ST,4281010056,Soft Story,3,3,0,32,
925 14TH ST,4281010057,Soft Story,3,3,0,32,
925 14TH ST,4281010058,Soft Story,3,3,0,32,
925 14TH ST,4281010059,Soft Story,3,3,0,32,
1132 15TH ST,4281011007,Soft Story,2,2,0,6,
1433 WILSHIRE BLVD,4281011011,Unreinforced Masonry,1,,,,
1137 14TH ST,4281011015,Soft Story,2,2,0,10,
1131 14TH ST,4281011016,Soft Story,3,3,0,8,
1127 14TH ST,4281011017,Soft Story,2,2,0,5,
1121 14TH ST,4281011018,Soft Story,2,2,0,4,
1417 WILSHIRE BLVD (1423 WILSHIRE BLVD),4281011025,Unreinforced Masonry,1,,,,
1411 WILSHIRE BLVD (1415 WILSHIRE BLVD),4281011026,Unreinforced Masonry,1,,,,
1401 WILSHIRE BLVD,4281011028,Unreinforced Masonry,1,,,,
1115 14TH ST (1111-1115 14TH ST),4281011029,Soft Story,2,2,0,22,
1422 CALIFORNIA AVE,4281011043,Soft Story,3,3,0,5,
1422 CALIFORNIA AVE,4281011044,Soft Story,3,3,0,5,
1422 CALIFORNIA AVE,4281011045,Soft Story,3,3,0,5,
1422 CALIFORNIA AVE,4281011046,Soft Story,3,3,0,5,
1422 CALIFORNIA AVE,4281011047,Soft Story,3,3,0,5,
1114 14TH ST (1114-1120 14TH ST),4281012002,Soft Story,2,2,0,7,
1115 EUCLID ST (1115-1117 EUCLID ST),4281012013,Soft Story,2,2,0,8,
1101 EUCLID ST,4281012015,Soft Story,2,2,0,5,
1111 EUCLID ST,4281012036,Soft Story,4,4,0,11,
1111 EUCLID ST,4281012037,Soft Story,4,4,0,11,
1111 EUCLID ST,4281012038,Soft Story,4,4,0,11,
1111 EUCLID ST,4281012039,Soft Story,4,4,0,11,
1111 EUCLID ST,4281012040,Soft Story,4,4,0,11,
1111 EUCLID ST,4281012041,Soft Story,4,4,0,11,
1111 EUCLID ST,4281012042,Soft Story,4,4,0,11,
1111 EUCLID ST,4281012043,Soft Story,4,4,0,11,
1111 EUCLID ST,4281012044,Soft Story,4,4,0,11,
1111 EUCLID ST,4281012045,Soft Story,4,4,0,11,
1111 EUCLID ST,4281012046,Soft Story,4,4,0,11,
1008 14TH ST,4281013002,Soft Story,2,2,0,4,
1014 14TH ST,4281013003,Soft Story,2,2,0,10,
1024 14TH ST,4281013004,Soft Story,2,2,0,4,
1026 14TH ST,4281013005,Soft Story,2,2,0,5,
1028 14TH ST,4281013006,Soft Story,2,2,0,10,
1034 14TH ST,4281013007,Soft Story,3,3,0,10,
1048 14TH ST,4281013010,Soft Story,3,2,0,10,
1041 EUCLID ST,4281013015,Soft Story,2,2,0,10,
1033 EUCLID ST,4281013017,Soft Story,3,3,0,8,
1027 EUCLID ST,4281013018,Soft Story,2,2,0,6,
1321 CALIFORNIA AVE,4281013024,Soft Story,3,3,0,5,
1311 CALIFORNIA AVE,4281013025,Soft Story,3,3,0,7,
1324 IDAHO AVE,4281014001,Soft Story,2,2,0,6,
948 14TH ST,4281014009,Soft Story,2,2,0,10,
949 EUCLID ST,4281014013,Soft Story,3,3,0,16,
943 EUCLID ST,4281014014,Soft Story,2,2,0,8,
909 EUCLID ST,4281014023,Soft Story,2,2,0,6,
901 EUCLID ST,4281014024,Soft Story,2,2,0,6,
922 14TH ST,4281014054,Soft Story,3,3,0,21,
922 14TH ST,4281014055,Soft Story,3,3,0,21,
922 14TH ST,4281014056,Soft Story,3,3,0,21,
922 14TH ST,4281014057,Soft Story,3,3,0,21,
922 14TH ST,4281014058,Soft Story,3,3,0,21,
922 14TH ST,4281014059,Soft Story,3,3,0,21,
922 14TH ST,4281014060,Soft Story,3,3,0,21,
922 14TH ST,4281014061,Soft Story,3,3,0,21,
922 14TH ST,4281014062,Soft Story,3,3,0,21,
922 14TH ST,4281014063,Soft Story,3,3,0,21,
922 14TH ST,4281014064,Soft Story,3,3,0,21,
922 14TH ST,4281014065,Soft Story,3,3,0,21,
922 14TH ST,4281014066,Soft Story,3,3,0,21,
922 14TH ST,4281014067,Soft Story,3,3,0,21,
922 14TH ST,4281014068,Soft Story,3,3,0,21,
922 14TH ST,4281014069,Soft Story,3,3,0,21,
922 14TH ST,4281014070,Soft Story,3,3,0,21,
922 14TH ST,4281014071,Soft Story,3,3,0,21,
922 14TH ST,4281014072,Soft Story,3,3,0,21,
922 14TH ST,4281014073,Soft Story,3,3,0,21,
922 14TH ST,4281014074,Soft Story,3,3,0,21,
814 14TH ST,4281015004,Soft Story,2,2,0,4,
844 14TH ST,4281015009,Soft Story,2,2,0,5,
848 14TH ST,4281015010,Soft Story,2,2,0,8,
858 14TH ST,4281015011,Soft Story,3,3,0,6,
1325 IDAHO AVE,4281015012,Soft Story,2,2,0,6,
837 EUCLID ST,4281015016,Soft Story,2,2,0,6,
833 EUCLID ST (831-833 EUCLID ST),4281015017,Soft Story,2,2,0,5,
829 EUCLID ST,4281015018,Soft Story,3,3,0,10,
825 EUCLID ST,4281015019,Soft Story,3,3,0,11,
817 EUCLID ST,4281015020,Soft Story,2,2,0,8,
811 EUCLID ST,4281015021,Soft Story,3,3,0,10,
1315 IDAHO AVE,4281015025,Soft Story,3,3,0,7,
818 EUCLID ST,4281016003,Soft Story,2,2,0,5,
842 EUCLID ST,4281016006,Soft Story,2,2,0,5,
1201 IDAHO AVE,4281016009,Soft Story,2,2,0,10,
847 12TH ST,4281016011,Soft Story,2,2,0,3,
837 12TH ST,4281016013,Soft Story,2,2,0,4,
827 12TH ST,4281016015,Soft Story,2,2,0,6,
817 12TH ST,4281016017,Soft Story,3,3,0,11,
832 EUCLID ST,4281016033,Soft Story,3,3,0,21,
832 EUCLID ST,4281016034,Soft Story,3,3,0,21,
832 EUCLID ST,4281016035,Soft Story,3,3,0,21,
832 EUCLID ST,4281016036,Soft Story,3,3,0,21,
832 EUCLID ST,4281016037,Soft Story,3,3,0,21,
832 EUCLID ST,4281016038,Soft Story,3,3,0,21,
832 EUCLID ST,4281016039,Soft Story,3,3,0,21,
832 EUCLID ST,4281016040,Soft Story,3,3,0,21,
832 EUCLID ST,4281016041,Soft Story,3,3,0,21,
832 EUCLID ST,4281016042,Soft Story,3,3,0,21,
832 EUCLID ST,4281016043,Soft Story,3,3,0,21,
832 EUCLID ST,4281016044,Soft Story,3,3,0,21,
832 EUCLID ST,4281016045,Soft Story,3,3,0,21,
832 EUCLID ST,4281016046,Soft Story,3,3,0,21,
832 EUCLID ST,4281016047,Soft Story,3,3,0,21,
832 EUCLID ST,4281016048,Soft Story,3,3,0,21,
832 EUCLID ST,4281016049,Soft Story,3,3,0,21,
832 EUCLID ST,4281016050,Soft Story,3,3,0,21,
832 EUCLID ST,4281016051,Soft Story,3,3,0,21,
832 EUCLID ST,4281016052,Soft Story,3,3,0,21,
832 EUCLID ST,4281016053,Soft Story,3,3,0,21,
853 12TH ST,4281016054,Soft Story,2,2,0,6,
853 12TH ST,4281016055,Soft Story,2,2,0,6,
853 12TH ST,4281016056,Soft Story,2,2,0,6,
853 12TH ST,4281016057,Soft Story,2,2,0,6,
853 12TH ST,4281016058,Soft Story,2,2,0,6,
853 12TH ST,4281016059,Soft Story,2,2,0,6,
948 EUCLID ST (948-950 EUCLID ST),4281017010,Soft Story,2,2,0,5,
952 EUCLID ST (952-956 EUCLID ST),4281017011,Soft Story,2,2,0,8,
1201 WASHINGTON AVE (1201-1207 WASHINGTON AVE),4281017013,Soft Story,2,2,0,7,
947 12TH ST,4281017015,Soft Story,2,2,0,9,
1214 IDAHO AVE,4281017023,Soft Story,3,3,0,10,
907 12TH ST,4281017109,Soft Story,3,3,0,8,
907 12TH ST,4281017110,Soft Story,3,3,0,8,
907 12TH ST,4281017111,Soft Story,3,3,0,8,
907 12TH ST,4281017112,Soft Story,3,3,0,8,
907 12TH ST,4281017113,Soft Story,3,3,0,8,
907 12TH ST,4281017114,Soft Story,3,3,0,8,
907 12TH ST,4281017115,Soft Story,3,3,0,8,
907 12TH ST,4281017116,Soft Story,3,3,0,8,
1225 WASHINGTON AVE,4281017118,Soft Story,3,3,0,10,
1225 WASHINGTON AVE,4281017119,Soft Story,3,3,0,10,
1225 WASHINGTON AVE,4281017120,Soft Story,3,3,0,10,
1225 WASHINGTON AVE,4281017121,Soft Story,3,3,0,10,
1225 WASHINGTON AVE,4281017122,Soft Story,3,3,0,10,
1225 WASHINGTON AVE,4281017123,Soft Story,3,3,0,10,
1225 WASHINGTON AVE,4281017124,Soft Story,3,3,0,10,
1225 WASHINGTON AVE,4281017125,Soft Story,3,3,0,10,
1225 WASHINGTON AVE,4281017126,Soft Story,3,3,0,10,
1225 WASHINGTON AVE,4281017127,Soft Story,3,3,0,10,
1018 EUCLID ST,4281018005,Soft Story,3,3,0,11,
1034 EUCLID ST,4281018008,Soft Story,2,2,0,3,
1040 EUCLID ST,4281018009,Soft Story,3,3,0,11,
1044 EUCLID ST,4281018010,Soft Story,3,3,0,11,
1050 EUCLID ST,4281018011,Soft Story,4,4,0,11,
1013 12TH ST,4281018022,Soft Story,2,2,0,10,
1219 CALIFORNIA AVE,4281018025,Soft Story,2,2,0,4,
1102 EUCLID ST,4281019001,Soft Story,3,3,0,7,
1114 EUCLID ST,4281019003,Soft Story,3,3,0,21,
1122 EUCLID ST,4281019005,Soft Story,2,2,0,4,
1128 EUCLID ST,4281019006,Soft Story,2,2,0,7,
1138 EUCLID ST,4281019008,Soft Story,3,3,0,11,
1201 WILSHIRE BLVD,4281019010,Unreinforced Masonry,1,,,,
1137 12TH ST,4281019013,Soft Story,3,3,0,11,
1123 12TH ST,4281019016,Soft Story,2,2,0,7,
1117 12TH ST,4281019017,Soft Story,3,3,0,11,
1111 12TH ST,4281019018,Soft Story,2,2,0,7,
1204 CALIFORNIA AVE,4281019019,Soft Story,2,2,0,7,
1208 CALIFORNIA AVE ,4281019020,Soft Story,3,3,0,4,
1220 CALIFORNIA AVE,4281019025,Soft Story,2,2,0,14,
1217 WILSHIRE BLVD,4281019026,Unreinforced Masonry,1,,,,
1124 12TH ST,4281020005,Soft Story,2,2,0,4,
1128 12TH ST,4281020006,Soft Story,3,3,0,11,
1132 12TH ST,4281020007,Soft Story,2,2,0,10,
1137 11TH ST,4281020016,Soft Story,3,3,0,11,
1117 11TH ST,4281020020,Soft Story,3,3,0,11,
1111 11TH ST,4281020021,Soft Story,3,3,0,10,
1103 11TH ST (1103-1107 11TH ST),4281020022,Soft Story,2,2,0,3,
1138 12TH ST,4281020044,Soft Story,3,3,0,11,
1138 12TH ST,4281020045,Soft Story,3,3,0,11,
1138 12TH ST,4281020046,Soft Story,3,3,0,11,
1138 12TH ST,4281020047,Soft Story,3,3,0,11,
1138 12TH ST,4281020048,Soft Story,3,3,0,11,
1138 12TH ST,4281020049,Soft Story,3,3,0,11,
1138 12TH ST,4281020050,Soft Story,3,3,0,11,
1138 12TH ST,4281020051,Soft Story,3,3,0,11,
1138 12TH ST,4281020052,Soft Story,3,3,0,11,
1138 12TH ST,4281020053,Soft Story,3,3,0,11,
1138 12TH ST,4281020054,Soft Story,3,3,0,11,
1144 12TH ST,4281020055,Soft Story,3,3,0,17,
1028 12TH ST,4281021006,Soft Story,3,3,0,10,
1034 12TH ST,4281021007,Soft Story,2,2,0,5,
1044 12TH ST,4281021009,Soft Story,3,3,0,10,
1050 12TH ST,4281021010,Soft Story,2,2,0,10,
1107 CALIFORNIA AVE,4281021013,Soft Story,2,2,0,4,
